Bug ID,Product,Component,Summary
1095942,Firefox for Android,General,Can't load m.Rue89.com on Firefox for Android
1097671,Firefox for Android,General,Firefox terminates few seconds after loading a page completed
1101771,Firefox for Android,General,streaming content uses excessive bandwidth
1117312,Firefox for Android,General,crashed in moto x(2013) running android 4.4.4
1119628,Firefox for Android,General,Support theme-color as to enable status bar and Apps carousel colouring from webpages
1119796,Firefox for Android,General,panel.openPopup() method causes interface blink and misbehave
1120383,Firefox for Android,General,Reproducible crash loading page
1123027,Firefox for Android,General,pagemod does not work in add-on
1131859,Firefox for Android,General,Search terms disappear when page doesn't load due in certain circumstances
1133674,Firefox for Android,General,The content of the pop-up's displayed in settings menu are hard to read
1133676,Firefox for Android,General,Settings menu is not displayed in selected state when accessing to it the first time
1133678,Firefox for Android,General,The extremities of the video thumbnail are displayed in background when streaming a video on youtube
1133679,Firefox for Android,General,The rounded icon of current position is disappeared after launching a video on youtube
1133680,Firefox for Android,General,Timer is not updated when playing a youtube video
1133681,Firefox for Android,General,Play button is always displayed even if the video is in play state when launching a youtube video
1133683,Firefox for Android,General,Nothing happens when pressing on volume icon when playing a youtube video
1135679,Firefox for Android,General,"Sliders (range input) practically unusable, page rendering hangs at danielstern.ca/range.css"
1136135,Firefox for Android,General,Bookmarklet not executed when activated by keyword
1138004,Firefox for Android,General,Go to top of the page and go to bottom of the page feature
1139771,Firefox for Android,General,Firefox on Android renders background only if closed early
1140000,Firefox for Android,General,Add Bookmark to Android Homescreen doesn't work anymore
1140718,Firefox for Android,General,Cannot scroll down on a particular webpage
1141009,Firefox for Android,General,Provide method to refresh images in cache
1142504,Firefox for Android,General,Failed to upload a file from Android version
1144616,Firefox for Android,General,"Firefox 36.0.1 crashes on Android 4.1.1, tries to use android.os.UserManager"
1146783,Firefox for Android,General,All Webpages Are Blank
1150511,Firefox for Android,General,Change behaviour of copy/search/share popup
1157071,Firefox for Android,General,Strategy for making div take up exact viewport height doesn't work in Firefox
1159503,Firefox for Android,General,[CSS3] VH vertical height doesn't work property in Android
1163322,Firefox for Android,General,"Remove ""Add to"" from the share intent item title"
1167141,Firefox for Android,General,Attempt to read from field 'float android.graphics.PointF.x' on a null object reference
1168367,Firefox for Android,General,Website not rendered properly in Firefox for Android
1168574,Firefox for Android,General,NullPointerException in GeckoView on GeckoView.removeBrowser() call
1173868,Firefox for Android,General,Content Encoding Error At USPTO patent search page
1173874,Firefox for Android,General,Tracking protection gets enabled on facebook.com after login attempt
1174049,Firefox for Android,General,Timers should not freeze in background tabs and after display off
1177087,Firefox for Android,General,Visited link style is not applied on redirected URLs on Firefox for Android
1182057,Firefox for Android,General,Incorrect input value template when the 'datetime-local' format is used
1182804,Firefox for Android,General,Tapping or text selection near a link does not take zooming into account
1185312,Firefox for Android,General,"""Save to PDF"" from SVG produces shrunken PDF"
1188264,Firefox for Android,General,Android Firefox doesn't update AppCache
1189260,Firefox for Android,General,Firefox on Nexus 6 doesn't chose file from camera on <input type=file>
1190217,Firefox for Android,General,Please eradicate offline mode from Firefox for Android
1191519,Firefox for Android,General,Android Firefox Does Not Support Comma Decimals in `number` Fields (for Language/Regional support)
1192519,Firefox for Android,General,OpenGL animation crashes Firefox on android
1192548,Firefox for Android,General,Scrolling problems on mobile
1200074,Firefox for Android,General,pinch zoom activates links
1200467,Firefox for Android,General,prior tab drops back to prior page
1200924,Firefox for Android,General,Fennec not support nsIWebAppHandler? webmail mailto services
1200925,Firefox for Android,General,Clicking mailto: link on firefox for android (fennec) is giving error
1206992,Firefox for Android,General,css transition fires on load
1208174,Firefox for Android,General,clipping / warping when applying rotateY transform
1208811,Firefox for Android,General,Attachment cannot be download from web-mail provider xs4all.nl
1209168,Firefox for Android,General,"Sync ""Share tab"" list unintentionally shown in front of other apps"
1209827,Firefox for Android,General,Crashes when proxy WPAD/PAC server is unavailable
1211247,Firefox for Android,General,Keyboard Freezing
1214482,Firefox for Android,General,navigator.geolocation often fails with non zero maxage
1216892,Firefox for Android,General,home feeds addon: support feed: URIs
1217707,Firefox for Android,General,"Aurora, Nightly crash when mdnsd is removed."
1217795,Firefox for Android,General,CSS background images not sticking/transitioning as they do on desktop
1217839,Firefox for Android,General,Graphical glitches (vertical lines) on neterror page about being offline
1219189,Firefox for Android,General,"Keeps radio active, battery drain"
1219226,Firefox for Android,General,WiFi Login - accept button not working
1219522,Firefox for Android,General,"Sync of bookmarks fails, repeatedly and consistently"
1222009,Firefox for Android,General,Doesn't select secondary proxies from PAC if primary proxy is unavailable
1222410,Firefox for Android,General,Paste and go - trim should remove leading and following characters if they're invisible
1224064,Firefox for Android,General,Android interface (Gui) crash after update. Need restart cellphone
1224935,Firefox for Android,General,Unexpected Page Scroll For Long Pages When Navigating Backwards In History
1225721,Firefox for Android,General,"gfycat plays very laggy, 2 fps"
1226456,Firefox for Android,General,Opening a link from a widget causes Firefox to open then immediately exit
1227218,Firefox for Android,General,Sony Xperia C3 Dual (Android 5.1.1): Installing Firefox gives Tablet UX instead of Mobile UX
1227280,Firefox for Android,General,Duplicate emails being sent when using firefox
1228499,Firefox for Android,General,Firefox removed from phone automatically after the mobile restart
1232263,Firefox for Android,General,[geckoview] Disable memory reports for GeckoView
1234652,Firefox for Android,General,Fennec dies on Yoga 3 Pro x86 tablet with no crash report
1234655,Firefox for Android,General,Sync silently failing on Yoga Tab 3 Pro
1236135,Firefox for Android,General,Slow loading speed with page have redirect
1236290,Firefox for Android,General,APK Link No Longer Installs using Android
1238418,Firefox for Android,General,firefox blocks website
1238517,Firefox for Android,General,FF 43 Install failures on Nvidia shield tablet (marshmallow)
1238607,Firefox for Android,General,Page layout redrawn but does not keep focus on current content on the screen
1239105,Firefox for Android,General,notify user when bookmark Sync isn't successful
1239274,Firefox for Android,General,HTML5 input field with type date and attribute max crashes on touch
1241354,Firefox for Android,General,Value of input type=“file” changes in Firefox for android mobile
1241447,Firefox for Android,General,Firefox on android does not allow proper download of already known certificates
1241730,Firefox for Android,General,Error running mach
1241843,Firefox for Android,General,Tab Queue crashes Fennec
1242280,Firefox for Android,General,if sync is enabled firefox for android i crashing
1244631,Firefox for Android,General,Android resource depletion (?)
1245827,Firefox for Android,General,Cannot open PDF over file:// protocol
1246212,Firefox for Android,General,overflow: scroll should default to always showing a scrollbar on Fennec
1248245,Firefox for Android,General,"Devexpress: After Browsing and changing Localization values, Firefox closes after click Save Button"
1251206,Firefox for Android,General,Provide option for URI hiding
1251970,Firefox for Android,General,Beeping noise keeps sounding even after closing the tab
1252631,Firefox for Android,General,Unable to load certain PNGs
1252843,Firefox for Android,General,Clicks are reported in the wrong place on Android
1253127,Firefox for Android,General,Tab switcher scrolling freezes overscroll.
1257176,Firefox for Android,General,"Clicking the ""expand spoiler"" button inside forum post crashes firefox for android"
1258122,Firefox for Android,General,FF Mobile: [UX] Hard to close many tabs quickly because it is too easy to hit 'Undo' Close tab
1259017,Firefox for Android,General,Firefox for android does not handle Browser.EXTRA_APPLICATION_ID properly
1259504,Firefox for Android,General,Browser history not deleted when I exit Firefox mobile Nightly
1260072,Firefox for Android,General,Auto screenshot private browser at Firefox mobile
1260074,Firefox for Android,General,Firefox Mobile Add option to delete bookmark and screenshot bookmark
1260081,Firefox for Android,General,Firefox Mobile: Change data location to sdcard
1260137,Firefox for Android,General,Firefox Mobile don't stop infinity redirect loop
1261588,Firefox for Android,General,fennec fail android.security cts test
1261638,Firefox for Android,General,Powerpuffyourself causes browser to crash
1262393,Firefox for Android,General,Race condition between main UI thread and Gecko thread for displaying/updating tabs
1262721,Firefox for Android,General,"Firefox mobile play video: Keep activity running,  wakelock not working"
